N_SOIL,P_SOIL,K_SOIL,TEMPERATURE,HUMIDITY,ph,RAINFALL,STATE,CROP_PRICE,CROP,TEMPERATURE 
10,55.0,23,21.18853178,19.63438599,,137.1948633,Himachal Pradesh,1100.0,KidneyBeans,
23,65.0,20,23.0429097,22.42610972,,108.3684316,Himachal Pradesh,5500.0,KidneyBeans,
19,78.0,16,20.65375833,23.10538637,,67.71768947,Himachal Pradesh,5500.0,KidneyBeans,
19,,25,,18.29318436,,,Himachal Pradesh,,KidneyBeans,
22,70.0,19,18.23775702,21.07643273,,69.44951585,Himachal Pradesh,7000.0,KidneyBeans,
37,64.0,22,17.48189735,18.8251973,,121.9401369,Himachal Pradesh,5000.0,KidneyBeans,
11,71.0,17,19.9191786,21.47324158,,82.68554379,Himachal Pradesh,4500.0,KidneyBeans,
18,79.0,20,20.27514686,23.2353604,,139.7521543,Himachal Pradesh,2200.0,KidneyBeans,
21,63.0,17,15.77370214,19.2303162,,108.3441414,Himachal Pradesh,5500.0,KidneyBeans,
24,80.0,22,16.71170642,19.17651433,,96.77285817,Himachal Pradesh,20000.0,KidneyBeans,
34,60.0,22,17.66148158,18.15302753,,100.6711761,Himachal Pradesh,5500.0,KidneyBeans,
16,75.0,21,18.50692825,23.61670065,,87.0513289,Himachal Pradesh,1100.0,KidneyBeans,
17,77.0,23,24.51324787,20.81527638,5.670062975,64.19497947,Himachal Pradesh,4500.0,KidneyBeans,
37,72.0,18,18.87614998,24.54038287,,105.4120514,Himachal Pradesh,2500.0,KidneyBeans,
40,73.0,20,21.59343016,20.31871249,,61.13872036,Himachal Pradesh,1800.0,KidneyBeans,
9,77.0,17,20.12373284,24.45202552,,106.158201,Himachal Pradesh,4000.0,KidneyBeans,
1,62.0,23,15.43546065,18.37477907,,139.0302034,Himachal Pradesh,7500.0,KidneyBeans,
33,59.0,22,22.64236876,21.59396123,,122.3886015,Himachal Pradesh,800.0,KidneyBeans,
23,59.0,19,21.98560799,24.87304788,,129.5650601,Himachal Pradesh,1700.0,KidneyBeans,
6,62.0,22,20.53052663,18.09224048,5.824090984,120.4509288,Himachal Pradesh,800.0,KidneyBeans,
25,63.0,20,15.78601387,21.14544088,,95.17028129,Himachal Pradesh,1700.0,KidneyBeans,
7,79.0,23,19.6365349,19.68751084,,96.65888933,Himachal Pradesh,2200.0,KidneyBeans,
8,72.0,17,20.57341244,19.7520218,,87.87869161,Himachal Pradesh,1200.0,KidneyBeans,
27,64.0,15,20.16080524,24.84207559,,138.2362122,Himachal Pradesh,2370.0,KidneyBeans,
28,66.0,23,21.53989176,24.25386207,,120.6913038,Himachal Pradesh,5650.0,KidneyBeans,
32,57.0,18,15.53834801,23.75560241,,107.3850593,Himachal Pradesh,2600.0,KidneyBeans,
27,56.0,22,19.91853092,20.70099804,,108.6434544,Himachal Pradesh,2500.0,KidneyBeans,
17,77.0,24,20.76952209,18.93146941,,109.0193712,Himachal Pradesh,900.0,KidneyBeans,
0,65.0,15,23.46168338,23.22197648,,95.84253438,Himachal Pradesh,5650.0,KidneyBeans,
13,72.0,21,24.32116642,21.0278674,,60.27552528,Himachal Pradesh,1150.0,KidneyBeans,
34,60.0,23,20.12574053,24.96969858,,100.0497183,Himachal Pradesh,1650.0,KidneyBeans,
9,80.0,19,21.80619564,18.57086554,,125.0972687,Himachal Pradesh,1300.0,KidneyBeans,
11,72.0,20,19.52226241,24.92607153,,113.334026,Himachal Pradesh,4800.0,KidneyBeans,
3,67.0,24,17.00067625,19.90790546,,103.2926407,Himachal Pradesh,5250.0,KidneyBeans,
35,69.0,23,16.78791503,24.96881755,,75.45328039,Himachal Pradesh,5300.0,KidneyBeans,
3,77.0,25,24.84906168,22.89464642,,62.21292186,Himachal Pradesh,9800.0,KidneyBeans,
23,62.0,19,16.51783455,20.4555596,,98.77794225,Himachal Pradesh,7500.0,KidneyBeans,
22,71.0,17,18.15300153,19.38602098,,107.6907964,Himachal Pradesh,6300.0,KidneyBeans,
31,79.0,25,23.18864385,22.3104551,,63.38208822,Himachal Pradesh,6150.0,KidneyBeans,
34,59.0,18,23.38002569,21.98879437,,87.66898664,Himachal Pradesh,2650.0,KidneyBeans,
12,63.0,17,18.358923,19.37703396,,138.414764,Himachal Pradesh,6500.0,KidneyBeans,
27,56.0,20,19.25975367,20.51346956,,94.9533526,Himachal Pradesh,1250.0,KidneyBeans,
7,63.0,24,22.95458237,24.03553105,,107.7315386,Himachal Pradesh,2900.0,KidneyBeans,
24,67.0,22,20.120043,22.89845607,,104.6252153,Himachal Pradesh,2650.0,KidneyBeans,
11,71.0,24,21.14011423,22.7182355,,141.6056722,Himachal Pradesh,1400.0,KidneyBeans,
37,74.0,15,24.92360104,18.22590825,,62.7089169,Himachal Pradesh,1750.0,KidneyBeans,
25,76.0,24,15.33042636,24.91506728,,135.3315583,Himachal Pradesh,700.0,KidneyBeans,
34,66.0,17,18.81097271,21.27833035,,125.084915,Himachal Pradesh,900.0,KidneyBeans,
20,69.0,15,23.44260668,22.77255917,,107.4137246,Himachal Pradesh,1900.0,KidneyBeans,
37,65.0,16,22.8352024,18.97267518,,63.59276673,Himachal Pradesh,2550.0,KidneyBeans,
18,74.0,15,24.9035819,22.27512704,,146.4727237,Jammu and Kashmir,800.0,KidneyBeans,
4,67.0,25,23.78709569,24.35679348,,119.6404412,Jammu and Kashmir,1600.0,KidneyBeans,
37,56.0,25,22.05592283,19.60379304,,126.7265372,Jammu and Kashmir,1250.0,KidneyBeans,
5,59.0,15,18.87492997,20.18238348,,134.1811718,Karnataka,3600.0,KidneyBeans,
11,61.0,21,18.62328774,23.02410338,,135.3378033,Karnataka,1600.0,KidneyBeans,
22,80.0,20,23.00884744,18.86880997,,100.118612,Karnataka,3400.0,KidneyBeans,
12,61.0,19,19.33162606,24.13995025,,68.51253427,Karnataka,3800.0,KidneyBeans,
5,74.0,21,16.24469193,21.35793891,,66.97053257,Karnataka,1300.0,KidneyBeans,
27,69.0,22,17.91652287,24.90814655,,69.14681022,Karnataka,1400.0,KidneyBeans,
31,75.0,18,15.46789263,21.43780702,,88.88796102,Karnataka,1600.0,KidneyBeans,
36,68.0,20,17.06104474,23.77201471,5.86442953,81.83420522,Karnataka,5500.0,KidneyBeans,
5,65.0,16,21.32776028,18.48522915,5.866744372,109.1013261,Karnataka,1750.0,KidneyBeans,
32,79.0,15,23.90910104,20.74619325,,81.60211243,Karnataka,2900.0,KidneyBeans,
11,78.0,22,23.89756791,22.74378977,,112.6616435,Karnataka,5500.0,KidneyBeans,
0,55.0,22,22.98666928,20.57940608,,143.8584938,Karnataka,2900.0,KidneyBeans,
14,59.0,15,21.35135729,22.91244883,,146.4548645,Karnataka,3800.0,KidneyBeans,
29,68.0,23,24.1638445,19.27907819,,116.7324324,Karnataka,1800.0,KidneyBeans,
32,68.0,19,24.62835037,18.18325169,,149.7441028,Karnataka,1300.0,KidneyBeans,
17,64.0,17,21.02213209,24.93896255,,124.6118471,Karnataka,3000.0,KidneyBeans,
13,69.0,19,17.30844532,20.01730914,,115.199245,Karnataka,1800.0,KidneyBeans,
14,67.0,22,23.82576704,24.75485098,,84.64143632,Karnataka,3600.0,KidneyBeans,
9,69.0,20,19.30607278,23.96362799,,129.3449326,Karnataka,1500.0,KidneyBeans,
20,73.0,22,16.03768615,22.33195853,,130.3900798,Karnataka,1400.0,KidneyBeans,
40,78.0,20,19.18572809,20.83398341,5.669236258,80.15293435,Karnataka,2500.0,KidneyBeans,
27,72.0,23,19.92889503,21.79992115,5.961934481,64.02640797,Karnataka,900.0,KidneyBeans,
14,67.0,15,19.56376468,24.67385131,,139.2921004,Karnataka,1400.0,KidneyBeans,
7,56.0,18,18.31357543,24.32991649,,76.14153904,Karnataka,3100.0,KidneyBeans,
27,65.0,18,20.10993761,23.22323766,,73.36386477,Karnataka,1400.0,KidneyBeans,
30,63.0,16,23.60506572,21.90539577,,100.5978728,Karnataka,1100.0,KidneyBeans,
37,70.0,25,19.73136909,24.89487354,5.819403771,84.06354115,Karnataka,3800.0,KidneyBeans,
27,63.0,19,20.93409877,21.1893007,,133.1914419,Karnataka,1200.0,KidneyBeans,
22,60.0,24,18.78226261,20.24768314,,104.2570723,Karnataka,1200.0,KidneyBeans,
3,72.0,24,36.51268371,57.92887167,,122.6539694,Karnataka,3000.0,PigeonPeas,
40,59.0,23,36.89163721,62.73178224,,163.7266551,Karnataka,1000.0,PigeonPeas,
33,73.0,23,29.23540524,59.38967583,,103.3301803,Karnataka,400.0,PigeonPeas,
27,57.0,24,27.33534897,43.35795962,,142.3303677,Karnataka,3800.0,PigeonPeas,
10,79.0,18,21.0643684,55.46985938,,184.6226709,Karnataka,1000.0,PigeonPeas,
30,75.0,25,30.33276599,42.35249879,,149.299952,Karnataka,667.0,PigeonPeas,
40,70.0,20,31.80130272,45.03186173,,147.0361442,Karnataka,9000.0,PigeonPeas,
38,55.0,19,33.18184225,38.23184742,,198.8298806,Kerala,1900.0,PigeonPeas,
35,58.0,20,29.38538562,63.47742011,,90.05422663,Kerala,11000.0,PigeonPeas,
38,61.0,21,30.27374995,67.38680755,,127.7767134,Kerala,1100.0,PigeonPeas,
33,58.0,24,35.45790488,68.75810535,,108.6333046,Kerala,4300.0,PigeonPeas,
16,56.0,17,33.80020039,40.03262418,,176.6165894,Kerala,2900.0,PigeonPeas,
31,72.0,17,28.69180475,49.47225353,,96.36222901,Kerala,2100.0,PigeonPeas,
16,80.0,20,31.24021696,56.67369054,,122.0146733,Kerala,4100.0,PigeonPeas,
27,,17,,57.23265151,,,Kerala,,PigeonPeas,
40,62.0,19,27.32198928,34.13737127,,96.51524028,Kerala,1200.0,PigeonPeas,
18,58.0,16,21.47607807,38.80023714,,180.382234,Kerala,3800.0,PigeonPeas,
3,68.0,16,18.31910448,34.69776639,,107.4721605,Kerala,2000.0,PigeonPeas,
26,67.0,24,36.97794384,37.73992903,5.642813116,161.4812963,Kerala,4000.0,PigeonPeas,
16,70.0,20,24.80467592,40.1242747,,121.5639121,Kerala,4500.0,PigeonPeas,
24,63.0,19,19.3479443,55.96805489,,194.5921148,Kerala,1100.0,PigeonPeas,
9,76.0,25,28.88302142,50.12323801,,179.2155874,Kerala,6000.0,PigeonPeas,
16,,19,,47.19188279,,,Kerala,,PigeonPeas,
28,,21,,50.54621094,,,Kerala,,PigeonPeas,
16,71.0,24,18.33124824,38.40975482,,139.6483317,Kerala,2000.0,PigeonPeas,
24,70.0,21,19.14729038,45.3733757,,132.7748215,Kerala,3600.0,PigeonPeas,
38,72.0,21,28.23416057,49.4421345,,186.5008581,Kerala,1100.0,PigeonPeas,
9,66.0,21,30.11812084,34.13307843,,157.0858232,Kerala,4100.0,PigeonPeas,
34,56.0,17,33.4126864,35.42910045,,139.6702541,Kerala,3100.0,PigeonPeas,
1,76.0,19,24.18553163,46.68746847,,177.3377996,Kerala,4100.0,PigeonPeas,
6,69.0,19,26.88630675,41.69617915,,94.46748008,Kerala,3500.0,PigeonPeas,
26,73.0,21,31.33170829,57.97429171,,161.7820226,Kerala,3200.0,PigeonPeas,
27,,18,,67.07780816,,,Kerala,,PigeonPeas,
27,,23,,46.48714759,,,Kerala,,PigeonPeas,
36,61.0,21,34.53823889,39.04468913,,168.5948318,Kerala,1800.0,PigeonPeas,
17,73.0,18,19.50112224,34.51086611,,197.3752649,Kerala,2500.0,PigeonPeas,
26,72.0,22,28.76794904,37.57792132,,91.72084869,Kerala,1800.0,PigeonPeas,
17,64.0,16,30.97758716,32.24914235,,180.716828,Kerala,3500.0,PigeonPeas,
14,74.0,19,18.39759147,36.82639309,,93.12330644,Kerala,2200.0,PigeonPeas,
39,60.0,15,35.09357419,30.98685456,,116.9106908,Kerala,4500.0,PigeonPeas,
6,66.0,15,34.93174223,30.40046769,,159.2649827,Kerala,2200.0,PigeonPeas,
8,59.0,18,29.50523036,35.72032498,,187.8961851,Kerala,4500.0,PigeonPeas,
2,67.0,18,34.51934775,47.52980027,,129.0064612,Kerala,2500.0,PigeonPeas,
1,76.0,17,28.43430726,52.10010827,,147.0414824,Kerala,1800.0,PigeonPeas,
16,73.0,19,18.41645629,34.80541039,,163.2747473,Kerala,19750.0,PigeonPeas,
23,75.0,25,31.07508973,47.19847683,,91.31256412,Kerala,29250.0,PigeonPeas,
32,70.0,20,20.89342749,46.24856523,,195.5697875,Kerala,3300.0,PigeonPeas,
28,59.0,22,30.90607799,52.79913039,,170.9919828,Kerala,18150.0,PigeonPeas,
5,62.0,23,27.9348279,66.45457122,,145.3728801,Kerala,10250.0,PigeonPeas,
36,67.0,25,35.95176642,36.52780776,,136.0456753,Kerala,12350.0,PigeonPeas,
1,66.0,23,19.54317155,56.92831399,,173.1686574,Kerala,1550.0,PigeonPeas,
24,73.0,20,19.63736208,32.31528909,,176.4134092,Kerala,21500.0,PigeonPeas,
17,67.0,18,31.2192752,56.46868874,,129.2028653,Kerala,2250.0,PigeonPeas,
5,55.0,18,33.50876355,45.70976142,,126.6738117,Kerala,3050.0,PigeonPeas,
5,56.0,24,24.80710166,45.01110015,,188.4928637,Kerala,5550.0,PigeonPeas,
37,77.0,17,36.20970524,31.94550613,5.617122801,191.0658531,Kerala,10100.0,PigeonPeas,
13,73.0,20,30.50420876,35.48885969,,162.5927723,Kerala,10300.0,PigeonPeas,
6,63.0,23,26.01630259,49.94704718,,160.3337447,Kerala,2100.0,PigeonPeas,
16,77.0,22,31.48469278,35.6395615,,100.546816,Kerala,1100.0,PigeonPeas,
25,64.0,20,33.15122581,32.45974539,4.807776749,105.0380275,Kerala,1850.0,PigeonPeas,
34,75.0,24,23.50222822,51.29019509,,192.3023991,Kerala,32500.0,PigeonPeas,
20,,23,,38.83786012,,,Kerala,,PigeonPeas,
35,80.0,25,28.09269012,44.93322042,,197.1144011,Kerala,2900.0,PigeonPeas,
14,75.0,24,24.54757829,57.3414485,,118.3606557,Kerala,21750.0,PigeonPeas,
36,80.0,21,33.64769646,48.41490082,,100.4673278,Kerala,2700.0,PigeonPeas,
7,77.0,18,20.5591255,60.54880693,,191.0895109,Kerala,4600.0,PigeonPeas,
29,78.0,25,19.95991719,59.33157782,5.982854523,195.787103,Kerala,2600.0,PigeonPeas,
30,60.0,21,28.87667593,62.4901206,,182.2688175,Kerala,6500.0,PigeonPeas,
20,74.0,16,36.04353699,43.61444121,,159.8938645,Kerala,5750.0,PigeonPeas,
19,57.0,23,23.6734328,47.2879691,,141.1250722,Kerala,1800.0,PigeonPeas,
3,60.0,19,25.74679443,40.7192594,,100.7791633,Kerala,3600.0,PigeonPeas,
5,,19,,66.68832981,,,Kerala,,PigeonPeas,
5,68.0,20,18.72987676,61.33186249,,139.8710041,Kerala,2700.0,PigeonPeas,
37,73.0,21,29.50304807,63.46513414,,189.5208915,Kerala,3450.0,PigeonPeas,
9,59.0,24,20.43517772,39.37252634,4.747352458,137.2279662,Kerala,10100.0,PigeonPeas,
20,72.0,15,36.00415838,56.01334416,,134.8596466,Kerala,5000.0,PigeonPeas,
31,56.0,23,31.46846241,35.39454002,,174.5723999,Kerala,2700.0,PigeonPeas,
0,70.0,21,36.30049702,56.03021253,,101.6073988,Kerala,6000.0,PigeonPeas,
21,,15,,67.10604388,,,Kerala,,PigeonPeas,
13,67.0,18,30.5753044,34.75591197,,177.5764304,Kerala,5000.0,PigeonPeas,
27,74.0,20,24.69487673,59.96669215,,91.95792434,Kerala,4600.0,PigeonPeas,
29,72.0,24,23.17409556,36.67847052,,162.5931264,Kerala,4600.0,PigeonPeas,
5,,20,,33.10695144,,,Kerala,,PigeonPeas,
39,57.0,19,29.32379604,45.93248374,,165.4113371,Kerala,27750.0,PigeonPeas,
22,62.0,16,34.6455408,54.32342534,,180.9009998,Kerala,2400.0,PigeonPeas,
18,,23,,56.31006755,,,Kerala,,PigeonPeas,
39,77.0,21,22.99774444,60.24218572,,159.689339,Kerala,5000.0,PigeonPeas,
13,75.0,20,30.55992394,35.29006485,,178.8998611,Kerala,3600.0,PigeonPeas,
27,71.0,24,31.46417866,48.17631461,,165.405354,Kerala,3000.0,PigeonPeas,
26,64.0,22,25.95058595,40.58227261,,109.1821183,Kerala,2900.0,PigeonPeas,
23,55.0,16,21.01142393,69.69141302,,185.2039114,Kerala,1800.0,PigeonPeas,
4,69.0,19,19.25100056,47.70351758,,149.063196,Kerala,4600.0,PigeonPeas,
20,67.0,19,19.24462755,50.54495302,5.671419084,180.6465282,Kerala,5700.0,PigeonPeas,
7,74.0,17,22.47253208,62.56532471,,96.74706956,Kerala,6100.0,PigeonPeas,
17,64.0,18,36.75087487,58.25799145,,124.6028153,Kerala,2700.0,PigeonPeas,
35,71.0,17,29.89286629,66.35375127,,198.1403003,Kerala,5900.0,PigeonPeas,
11,72.0,22,29.37735586,44.82294584,,172.40168,Kerala,4800.0,PigeonPeas,
20,60.0,22,29.65052947,42.89833235,,186.9226052,Kerala,2400.0,PigeonPeas,
10,71.0,18,19.54284889,66.34777265,,173.1106982,Kerala,3200.0,PigeonPeas,
33,61.0,24,20.04611791,48.93905624,,122.4564203,Kerala,3800.0,PigeonPeas,
3,49.0,18,27.91095209,64.70930606,,32.67891866,Kerala,6100.0,MothBeans,
22,59.0,23,27.32220619,51.27868781,,36.5037914,Kerala,1300.0,MothBeans,
36,58.0,25,28.66024187,59.3189118,8.399135958,36.92629678,Kerala,1600.0,MothBeans,
4,43.0,18,29.02955344,61.09387478,,72.98016599,Kerala,5600.0,MothBeans,
29,54.0,16,27.78031515,54.65030015,,32.05025323,Kerala,3600.0,MothBeans,
32,43.0,22,31.99928579,54.1077461,,71.6266696,Kerala,4100.0,MothBeans,
14,55.0,15,27.33580911,55.27755933,,73.44775287,Kerala,3500.0,MothBeans,
5,,20,,53.57014709,,,Kerala,,MothBeans,
25,57.0,24,27.65472156,58.59986279,,36.94255012,Kerala,1100.0,MothBeans,
11,,24,,55.77264351,,,Kerala,,MothBeans,
40,49.0,17,31.02215872,45.89239456,,53.56783314,Kerala,4200.0,MothBeans,
38,56.0,25,25.74095321,45.38497051,,67.43488235,Kerala,2000.0,MothBeans,
27,43.0,23,31.70447482,56.85420099,,44.94317432,Kerala,4500.0,MothBeans,
24,38.0,22,24.47876451,58.51663927,,34.96933295,Kerala,4500.0,MothBeans,
23,45.0,21,31.46511256,51.79939437,,74.44330654,Kerala,5000.0,MothBeans,
29,57.0,20,25.60973447,50.7330069,,53.39249517,Kerala,3500.0,MothBeans,
31,35.0,23,30.30260453,47.18283631,,68.04039813,Kerala,7000.0,MothBeans,
0,55.0,25,28.17489437,43.6672299,,45.78172762,Kerala,4000.0,MothBeans,
7,45.0,22,25.50634557,44.8302551,,74.32635105,Kerala,3500.0,MothBeans,
17,58.0,25,31.12896766,43.58788762,,32.76742894,Kerala,1400.0,MothBeans,
11,44.0,17,26.34043268,55.59160391,,35.1051197,Kerala,5800.0,MothBeans,
22,49.0,22,28.23494706,61.5620517,,72.66666443,Kerala,4200.0,MothBeans,
9,51.0,19,27.04453473,49.32609633,,48.25207759,Kerala,9800.0,MothBeans,
28,48.0,15,25.16125354,55.25435777,,40.89732789,Kerala,3800.0,MothBeans,
26,50.0,19,27.3179125,51.66921088,,32.55919573,Kerala,3200.0,MothBeans,
36,56.0,20,25.4123765,49.66474269,,31.87416982,Kerala,8800.0,MothBeans,
8,60.0,18,31.21629982,46.01868196,,53.1205277,Kerala,1800.0,MothBeans,
24,37.0,21,30.573999,58.22686794,,62.74803826,Kerala,2450.0,MothBeans,
22,43.0,24,25.42517036,53.2208266,,46.19374559,Kerala,2100.0,MothBeans,
36,43.0,24,27.09400578,43.65305437,,41.53749535,Kerala,1400.0,MothBeans,
22,44.0,24,24.30935081,56.32938343,,58.99536268,Kerala,3800.0,MothBeans,
17,43.0,22,30.06142622,45.90067655,,41.0550915,Kerala,2100.0,MothBeans,
8,45.0,15,28.09568993,60.9835384,,33.84110759,Kerala,2200.0,MothBeans,
7,56.0,23,26.33908791,40.00933429,,55.50429227,Kerala,2700.0,MothBeans,
36,57.0,16,28.61409059,57.14218792,,57.02891698,Kerala,3400.0,MothBeans,
11,45.0,19,28.70012137,44.359648,,44.11622138,Kerala,2300.0,MothBeans,
6,36.0,22,24.21610338,59.79236306,,42.24783476,Kerala,2100.0,MothBeans,
17,57.0,20,28.50677929,45.20094476,,66.1761456,Kerala,2600.0,MothBeans,
4,47.0,20,25.97948991,64.95585424,,72.19245835,Kerala,3400.0,MothBeans,
9,49.0,16,30.88482722,41.36561835,,55.053805,Kerala,3600.0,MothBeans,
25,51.0,24,25.5042419,61.66852372,9.392694614,65.07981523,Kerala,5700.0,MothBeans,
36,44.0,21,25.12528913,51.33189406,,38.48678973,Kerala,2000.0,MothBeans,
21,38.0,20,27.10508014,63.56791363,,62.20279647,Kerala,5800.0,MothBeans,
37,57.0,20,31.1006247,44.82069159,,70.79934452,Kerala,2300.0,MothBeans,
32,48.0,18,26.45707778,56.40226277,,64.16167699,Kerala,8600.0,MothBeans,
29,44.0,20,30.04132304,63.56222995,,31.83192392,Kerala,3800.0,MothBeans,
25,51.0,18,27.77799528,54.82130787,,50.28438729,Kerala,3400.0,MothBeans,
10,44.0,24,30.99256944,43.02151392,,58.27600682,Kerala,3400.0,MothBeans,
23,35.0,18,26.4908332,47.36534833,,36.99362831,Kerala,3500.0,MothBeans,
9,60.0,23,31.96987867,57.17377029,,64.25520357,Kerala,1400.0,MothBeans,
3,58.0,21,25.36140526,46.82652785,,55.60523179,Kerala,2800.0,MothBeans,
22,42.0,22,25.54249137,56.96640758,,48.46797044,Kerala,1100.0,MothBeans,
12,39.0,21,28.99319096,62.85948245,,70.4713043,Kerala,1900.0,MothBeans,
39,36.0,22,29.34317422,60.50320928,,34.03335472,Kerala,2500.0,MothBeans,
32,41.0,16,28.63618921,61.39451307,,68.54877876,Kerala,2200.0,MothBeans,
30,41.0,15,24.83206631,44.17085032,,52.0810886,Kerala,4000.0,MothBeans,
19,36.0,22,25.44689075,58.55363573,,57.04826619,Kerala,1800.0,MothBeans,
4,46.0,15,31.01274943,62.40392519,,63.77192383,Kerala,3000.0,MothBeans,
21,39.0,20,27.06179658,52.3003173,,60.74583498,Kerala,1800.0,MothBeans,
35,57.0,25,27.0956288,42.26206161,,71.1271039,Kerala,3800.0,MothBeans,
22,55.0,24,28.56800579,57.30636014,,64.53027638,Kerala,2300.0,MothBeans,
35,51.0,17,28.79929247,49.84213387,,40.85534718,Kerala,1300.0,MothBeans,
17,56.0,17,27.94293692,45.41393636,5.9565851,69.66289997,Kerala,1900.0,MothBeans,
28,57.0,17,30.47757686,61.58245338,9.416003106,61.86633917,Kerala,3200.0,MothBeans,
22,36.0,16,30.58139475,50.77148138,,64.58559639,Kerala,3100.0,MothBeans,
11,41.0,19,26.85911286,41.81420849,,44.13827124,Kerala,1700.0,MothBeans,
38,38.0,18,26.31051759,61.18749126,,35.73403813,Kerala,1900.0,MothBeans,
23,37.0,24,28.77833449,44.2252605,,33.95825723,Kerala,1300.0,MothBeans,
25,35.0,20,28.90245417,43.35365671,,71.90018566,Kerala,2100.0,MothBeans,
40,45.0,20,29.37687468,57.69622912,,38.34303462,Kerala,2100.0,MothBeans,
23,58.0,19,24.17093241,58.25204566,,59.18953429,Kerala,3100.0,MothBeans,
2,56.0,23,26.65333029,59.79023382,,36.91852635,Kerala,1300.0,MothBeans,
3,56.0,17,28.19912143,53.50567601,,52.13580529,Kerala,6100.0,MothBeans,
26,51.0,25,28.76488954,52.62741529,,55.21606732,Kerala,3100.0,MothBeans,
39,42.0,20,29.3499706,61.25353851,,40.82840673,Kerala,7100.0,MothBeans,
27,59.0,20,28.00937423,52.60950014,,36.01203025,Kerala,8900.0,MothBeans,
24,45.0,19,26.85851927,48.8246387,,34.7426459,Kerala,3100.0,MothBeans,
7,40.0,17,31.2123945,40.92604945,,53.78769958,Kerala,4100.0,MothBeans,
15,45.0,23,24.20422636,61.43378674,,46.0203959,Kerala,1400.0,MothBeans,
26,52.0,23,29.98835437,49.60384796,,52.92929636,Kerala,5900.0,MothBeans,
20,45.0,16,29.93964907,54.61813464,,45.43669946,Kerala,2100.0,MothBeans,
34,54.0,24,31.2119298,41.55934359,,68.80141783,Kerala,1300.0,MothBeans,
19,51.0,25,26.80474415,48.23991436,,43.87801983,Kerala,1700.0,MothBeans,
29,41.0,21,31.49398069,62.84916863,,64.56807592,Kerala,1100.0,MothBeans,
20,50.0,22,30.99694676,46.42693735,,38.31597852,Kerala,1700.0,MothBeans,
11,40.0,23,29.61253065,63.04749127,,50.1978269,Kerala,1900.0,MothBeans,
15,54.0,15,29.97604322,57.03184356,,44.86052932,Kerala,4300.0,MothBeans,
35,55.0,22,30.88883074,52.62696801,,55.51932414,Kerala,2100.0,MothBeans,
9,59.0,25,30.39321309,60.16299493,,35.37493212,Kerala,2300.0,MothBeans,
40,45.0,18,30.43683729,55.20522037,,30.92014047,Kerala,2700.0,MothBeans,
35,,19,,63.18180319,,,Kerala,,MothBeans,
14,58.0,17,30.53684308,59.96664731,,33.48919022,Kerala,2100.0,MothBeans,
40,55.0,18,30.38257873,40.5926071,,47.95406479,Kerala,3500.0,MothBeans,
18,36.0,23,24.01825377,53.76623369,,35.03404425,Kerala,3600.0,MothBeans,
35,52.0,15,28.69841277,61.14754363,,65.67591794,Kerala,3500.0,MothBeans,
4,59.0,22,29.33743412,49.00323081,,42.44054315,Kerala,2100.0,MothBeans,
22,51.0,16,27.96583691,61.34900107,,70.10472076,Kerala,2300.0,MothBeans,
33,47.0,17,24.86803974,48.27531965,,63.9187654,Kerala,3200.0,MothBeans,
2,51.0,17,25.87682261,45.96341933,,38.53254678,Kerala,3600.0,MothBeans,
16,,21,,49.9767522,,,Kerala,,MothBeans,
19,55.0,20,27.43329405,87.80507732,7.18530147,54.73367631,Kerala,8200.0,MungBean,
8,54.0,20,28.3340432,80.77275974,,38.7976407,Kerala,2100.0,MungBean,
36,55.0,20,27.01470397,84.34262707,,55.296354,Kerala,2100.0,MungBean,
10,56.0,16,28.17432665,81.04554836,,36.35720652,Kerala,1900.0,MungBean,
22,56.0,17,29.87888063,87.32761241,,44.75215854,Kerala,2600.0,MungBean,
9,57.0,24,29.89232778,89.71503316,,42.99498978,Kerala,1700.0,MungBean,
34,59.0,23,28.56212158,83.24855855,,56.48265193,Kerala,1900.0,MungBean,
31,51.0,25,27.53592929,85.5701901,,53.01899249,Kerala,2500.0,MungBean,
0,49.0,18,29.68361658,87.93598094,,41.82490236,Kerala,2100.0,MungBean,
21,39.0,20,28.14448546,82.1193047,,46.75690086,Kerala,2200.0,MungBean,
28,,22,,86.73346018,,,Kerala,,MungBean,
17,52.0,17,27.88352946,86.45147631,,44.64407105,Kerala,6200.0,MungBean,
24,42.0,23,28.22471276,82.35916228,,44.01206619,Kerala,3000.0,MungBean,
28,46.0,16,29.008124,84.96089355,,45.91011391,Kerala,3200.0,MungBean,
21,38.0,21,29.75538903,86.45193297,,37.54602719,Kerala,4000.0,MungBean,
34,60.0,25,29.78416743,85.16906976,,40.77872823,Kerala,2400.0,MungBean,
19,53.0,22,27.8640132,80.4513142,,42.83053902,Kerala,2500.0,MungBean,
31,58.0,15,27.11026483,84.96771717,,51.52617423,Kerala,3000.0,MungBean,
19,35.0,24,27.11030369,83.64274107,,49.11964582,Kerala,3800.0,MungBean,
24,53.0,17,28.95451232,89.07866095,,57.65901369,Kerala,2700.0,MungBean,
13,,20,,87.93724219,,,Kerala,,MungBean,
31,53.0,16,28.7420098,85.81675947,,48.54598575,Kerala,3500.0,MungBean,
28,45.0,23,29.65021184,80.29868321,,56.76278363,Kerala,2000.0,MungBean,
31,37.0,21,27.23924995,86.404241,,37.31236904,Kerala,2600.0,MungBean,
33,60.0,15,28.95172351,81.67085323,,56.51103293,Kerala,2400.0,MungBean,
